,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
29549,13373442,52240,NIFTY2221715850PE,NIFTY,0,2/17/2022,15850,0.05,50,PE,NFO-OPT,NFO
29550,13373698,52241,NIFTY2221715900CE,NIFTY,0,2/17/2022,15900,0.05,50,CE,NFO-OPT,NFO
29551,13373954,52242,NIFTY2221715900PE,NIFTY,0,2/17/2022,15900,0.05,50,PE,NFO-OPT,NFO
29552,13374210,52243,NIFTY2221715950CE,NIFTY,0,2/17/2022,15950,0.05,50,CE,NFO-OPT,NFO
29553,13374466,52244,NIFTY2221715950PE,NIFTY,0,2/17/2022,15950,0.05,50,PE,NFO-OPT,NFO
29554,13374722,52245,NIFTY2221716000CE,NIFTY,0,2/17/2022,16000,0.05,50,CE,NFO-OPT,NFO
29555,13374978,52246,NIFTY2221716000PE,NIFTY,0,2/17/2022,16000,0.05,50,PE,NFO-OPT,NFO
29556,13375234,52247,NIFTY2221716050CE,NIFTY,0,2/17/2022,16050,0.05,50,CE,NFO-OPT,NFO
29557,13375490,52248,NIFTY2221716050PE,NIFTY,0,2/17/2022,16050,0.05,50,PE,NFO-OPT,NFO
29558,13375746,52249,NIFTY2221716100CE,NIFTY,0,2/17/2022,16100,0.05,50,CE,NFO-OPT,NFO
29559,13376002,52250,NIFTY2221716100PE,NIFTY,0,2/17/2022,16100,0.05,50,PE,NFO-OPT,NFO
29560,13383682,52280,NIFTY2221716150CE,NIFTY,0,2/17/2022,16150,0.05,50,CE,NFO-OPT,NFO
29561,13389314,52302,NIFTY2221716150PE,NIFTY,0,2/17/2022,16150,0.05,50,PE,NFO-OPT,NFO
29562,13390850,52308,NIFTY2221716200CE,NIFTY,0,2/17/2022,16200,0.05,50,CE,NFO-OPT,NFO
29563,13453314,52552,NIFTY2221716200PE,NIFTY,0,2/17/2022,16200,0.05,50,PE,NFO-OPT,NFO
29564,13453570,52553,NIFTY2221716250CE,NIFTY,0,2/17/2022,16250,0.05,50,CE,NFO-OPT,NFO
29565,13455874,52562,NIFTY2221716250PE,NIFTY,0,2/17/2022,16250,0.05,50,PE,NFO-OPT,NFO
29566,13456130,52563,NIFTY2221716300CE,NIFTY,0,2/17/2022,16300,0.05,50,CE,NFO-OPT,NFO
29567,13467138,52606,NIFTY2221716300PE,NIFTY,0,2/17/2022,16300,0.05,50,PE,NFO-OPT,NFO
29568,13467394,52607,NIFTY2221716350CE,NIFTY,0,2/17/2022,16350,0.05,50,CE,NFO-OPT,NFO
29569,13468674,52612,NIFTY2221716350PE,NIFTY,0,2/17/2022,16350,0.05,50,PE,NFO-OPT,NFO
29570,13468930,52613,NIFTY2221716400CE,NIFTY,0,2/17/2022,16400,0.05,50,CE,NFO-OPT,NFO
29571,13479426,52654,NIFTY2221716400PE,NIFTY,0,2/17/2022,16400,0.05,50,PE,NFO-OPT,NFO
29572,13479682,52655,NIFTY2221716450CE,NIFTY,0,2/17/2022,16450,0.05,50,CE,NFO-OPT,NFO
29573,13479938,52656,NIFTY2221716450PE,NIFTY,0,2/17/2022,16450,0.05,50,PE,NFO-OPT,NFO
29574,13480450,52658,NIFTY2221716500CE,NIFTY,0,2/17/2022,16500,0.05,50,CE,NFO-OPT,NFO
29575,13490946,52699,NIFTY2221716500PE,NIFTY,0,2/17/2022,16500,0.05,50,PE,NFO-OPT,NFO
29576,13525762,52835,NIFTY2221716550CE,NIFTY,0,2/17/2022,16550,0.05,50,CE,NFO-OPT,NFO
29577,13526018,52836,NIFTY2221716550PE,NIFTY,0,2/17/2022,16550,0.05,50,PE,NFO-OPT,NFO
29578,13526274,52837,NIFTY2221716600CE,NIFTY,0,2/17/2022,16600,0.05,50,CE,NFO-OPT,NFO
29579,13526530,52838,NIFTY2221716600PE,NIFTY,0,2/17/2022,16600,0.05,50,PE,NFO-OPT,NFO
29580,13526786,52839,NIFTY2221716650CE,NIFTY,0,2/17/2022,16650,0.05,50,CE,NFO-OPT,NFO
29581,13527042,52840,NIFTY2221716650PE,NIFTY,0,2/17/2022,16650,0.05,50,PE,NFO-OPT,NFO
29582,13527298,52841,NIFTY2221716700CE,NIFTY,0,2/17/2022,16700,0.05,50,CE,NFO-OPT,NFO
29583,13527554,52842,NIFTY2221716700PE,NIFTY,0,2/17/2022,16700,0.05,50,PE,NFO-OPT,NFO
29584,13527810,52843,NIFTY2221716750CE,NIFTY,0,2/17/2022,16750,0.05,50,CE,NFO-OPT,NFO
29585,13531138,52856,NIFTY2221716750PE,NIFTY,0,2/17/2022,16750,0.05,50,PE,NFO-OPT,NFO
29586,13531394,52857,NIFTY2221716800CE,NIFTY,0,2/17/2022,16800,0.05,50,CE,NFO-OPT,NFO
29587,13532674,52862,NIFTY2221716800PE,NIFTY,0,2/17/2022,16800,0.05,50,PE,NFO-OPT,NFO
29588,13532930,52863,NIFTY2221716850CE,NIFTY,0,2/17/2022,16850,0.05,50,CE,NFO-OPT,NFO
29589,13534978,52871,NIFTY2221716850PE,NIFTY,0,2/17/2022,16850,0.05,50,PE,NFO-OPT,NFO
29590,13535234,52872,NIFTY2221716900CE,NIFTY,0,2/17/2022,16900,0.05,50,CE,NFO-OPT,NFO
29591,13538050,52883,NIFTY2221716900PE,NIFTY,0,2/17/2022,16900,0.05,50,PE,NFO-OPT,NFO
29592,13538306,52884,NIFTY2221716950CE,NIFTY,0,2/17/2022,16950,0.05,50,CE,NFO-OPT,NFO
29593,13538818,52886,NIFTY2221716950PE,NIFTY,0,2/17/2022,16950,0.05,50,PE,NFO-OPT,NFO
29594,13539074,52887,NIFTY2221717000CE,NIFTY,0,2/17/2022,17000,0.05,50,CE,NFO-OPT,NFO
29595,13539330,52888,NIFTY2221717000PE,NIFTY,0,2/17/2022,17000,0.05,50,PE,NFO-OPT,NFO
29596,13551874,52937,NIFTY2221717050CE,NIFTY,0,2/17/2022,17050,0.05,50,CE,NFO-OPT,NFO
29597,13552130,52938,NIFTY2221717050PE,NIFTY,0,2/17/2022,17050,0.05,50,PE,NFO-OPT,NFO
29598,13552386,52939,NIFTY2221717100CE,NIFTY,0,2/17/2022,17100,0.05,50,CE,NFO-OPT,NFO
29599,13552642,52940,NIFTY2221717100PE,NIFTY,0,2/17/2022,17100,0.05,50,PE,NFO-OPT,NFO
29600,13552898,52941,NIFTY2221717150CE,NIFTY,0,2/17/2022,17150,0.05,50,CE,NFO-OPT,NFO
29601,13553154,52942,NIFTY2221717150PE,NIFTY,0,2/17/2022,17150,0.05,50,PE,NFO-OPT,NFO
29602,13553410,52943,NIFTY2221717200CE,NIFTY,0,2/17/2022,17200,0.05,50,CE,NFO-OPT,NFO
29603,13553666,52944,NIFTY2221717200PE,NIFTY,0,2/17/2022,17200,0.05,50,PE,NFO-OPT,NFO
29604,13553922,52945,NIFTY2221717250CE,NIFTY,0,2/17/2022,17250,0.05,50,CE,NFO-OPT,NFO
29605,13554178,52946,NIFTY2221717250PE,NIFTY,0,2/17/2022,17250,0.05,50,PE,NFO-OPT,NFO
29606,13554434,52947,NIFTY2221717300CE,NIFTY,0,2/17/2022,17300,0.05,50,CE,NFO-OPT,NFO
29607,13560322,52970,NIFTY2221717300PE,NIFTY,0,2/17/2022,17300,0.05,50,PE,NFO-OPT,NFO
29608,13568514,53002,NIFTY2221717350CE,NIFTY,0,2/17/2022,17350,0.05,50,CE,NFO-OPT,NFO
29609,13570818,53011,NIFTY2221717350PE,NIFTY,0,2/17/2022,17350,0.05,50,PE,NFO-OPT,NFO
29610,13571074,53012,NIFTY2221717400CE,NIFTY,0,2/17/2022,17400,0.05,50,CE,NFO-OPT,NFO
29611,13571330,53013,NIFTY2221717400PE,NIFTY,0,2/17/2022,17400,0.05,50,PE,NFO-OPT,NFO
29612,13579010,53043,NIFTY2221717450CE,NIFTY,0,2/17/2022,17450,0.05,50,CE,NFO-OPT,NFO
29613,13579266,53044,NIFTY2221717450PE,NIFTY,0,2/17/2022,17450,0.05,50,PE,NFO-OPT,NFO
29614,13584642,53065,NIFTY2221717500CE,NIFTY,0,2/17/2022,17500,0.05,50,CE,NFO-OPT,NFO
29615,13587714,53077,NIFTY2221717500PE,NIFTY,0,2/17/2022,17500,0.05,50,PE,NFO-OPT,NFO
29616,13591810,53093,NIFTY2221717550CE,NIFTY,0,2/17/2022,17550,0.05,50,CE,NFO-OPT,NFO
29617,13593090,53098,NIFTY2221717550PE,NIFTY,0,2/17/2022,17550,0.05,50,PE,NFO-OPT,NFO
29618,13596418,53111,NIFTY2221717600CE,NIFTY,0,2/17/2022,17600,0.05,50,CE,NFO-OPT,NFO
29619,13603074,53137,NIFTY2221717600PE,NIFTY,0,2/17/2022,17600,0.05,50,PE,NFO-OPT,NFO
29620,13604354,53142,NIFTY2221717650CE,NIFTY,0,2/17/2022,17650,0.05,50,CE,NFO-OPT,NFO
29621,13604610,53143,NIFTY2221717650PE,NIFTY,0,2/17/2022,17650,0.05,50,PE,NFO-OPT,NFO
29622,13615874,53187,NIFTY2221717700CE,NIFTY,0,2/17/2022,17700,0.05,50,CE,NFO-OPT,NFO
29623,13616130,53188,NIFTY2221717700PE,NIFTY,0,2/17/2022,17700,0.05,50,PE,NFO-OPT,NFO
29624,13616386,53189,NIFTY2221717750CE,NIFTY,0,2/17/2022,17750,0.05,50,CE,NFO-OPT,NFO
29625,13616642,53190,NIFTY2221717750PE,NIFTY,0,2/17/2022,17750,0.05,50,PE,NFO-OPT,NFO
29626,13618946,53199,NIFTY2221717800CE,NIFTY,0,2/17/2022,17800,0.05,50,CE,NFO-OPT,NFO
29627,13625090,53223,NIFTY2221717800PE,NIFTY,0,2/17/2022,17800,0.05,50,PE,NFO-OPT,NFO
29628,13625858,53226,NIFTY2221717850CE,NIFTY,0,2/17/2022,17850,0.05,50,CE,NFO-OPT,NFO
29629,13627394,53232,NIFTY2221717850PE,NIFTY,0,2/17/2022,17850,0.05,50,PE,NFO-OPT,NFO
29630,13628674,53237,NIFTY2221717900CE,NIFTY,0,2/17/2022,17900,0.05,50,CE,NFO-OPT,NFO
29631,13628930,53238,NIFTY2221717900PE,NIFTY,0,2/17/2022,17900,0.05,50,PE,NFO-OPT,NFO
29632,13629186,53239,NIFTY2221717950CE,NIFTY,0,2/17/2022,17950,0.05,50,CE,NFO-OPT,NFO
29633,13629442,53240,NIFTY2221717950PE,NIFTY,0,2/17/2022,17950,0.05,50,PE,NFO-OPT,NFO
29634,13629698,53241,NIFTY2221718000CE,NIFTY,0,2/17/2022,18000,0.05,50,CE,NFO-OPT,NFO
29635,13629954,53242,NIFTY2221718000PE,NIFTY,0,2/17/2022,18000,0.05,50,PE,NFO-OPT,NFO
29636,13633794,53257,NIFTY2221718050CE,NIFTY,0,2/17/2022,18050,0.05,50,CE,NFO-OPT,NFO
29637,13634050,53258,NIFTY2221718050PE,NIFTY,0,2/17/2022,18050,0.05,50,PE,NFO-OPT,NFO
29638,13644546,53299,NIFTY2221718100CE,NIFTY,0,2/17/2022,18100,0.05,50,CE,NFO-OPT,NFO
29639,13646338,53306,NIFTY2221718100PE,NIFTY,0,2/17/2022,18100,0.05,50,PE,NFO-OPT,NFO
29640,13646594,53307,NIFTY2221718150CE,NIFTY,0,2/17/2022,18150,0.05,50,CE,NFO-OPT,NFO
29641,13647874,53312,NIFTY2221718150PE,NIFTY,0,2/17/2022,18150,0.05,50,PE,NFO-OPT,NFO
29642,13650178,53321,NIFTY2221718200CE,NIFTY,0,2/17/2022,18200,0.05,50,CE,NFO-OPT,NFO
29643,13652994,53332,NIFTY2221718200PE,NIFTY,0,2/17/2022,18200,0.05,50,PE,NFO-OPT,NFO
29644,13653250,53333,NIFTY2221718250CE,NIFTY,0,2/17/2022,18250,0.05,50,CE,NFO-OPT,NFO
29645,13653506,53334,NIFTY2221718250PE,NIFTY,0,2/17/2022,18250,0.05,50,PE,NFO-OPT,NFO
29646,13653762,53335,NIFTY2221718300CE,NIFTY,0,2/17/2022,18300,0.05,50,CE,NFO-OPT,NFO
29647,13654018,53336,NIFTY2221718300PE,NIFTY,0,2/17/2022,18300,0.05,50,PE,NFO-OPT,NFO
29648,13655298,53341,NIFTY2221718350CE,NIFTY,0,2/17/2022,18350,0.05,50,CE,NFO-OPT,NFO
29649,13657090,53348,NIFTY2221718350PE,NIFTY,0,2/17/2022,18350,0.05,50,PE,NFO-OPT,NFO
29650,13657346,53349,NIFTY2221718400CE,NIFTY,0,2/17/2022,18400,0.05,50,CE,NFO-OPT,NFO
29651,13657602,53350,NIFTY2221718400PE,NIFTY,0,2/17/2022,18400,0.05,50,PE,NFO-OPT,NFO
29652,13659650,53358,NIFTY2221718450CE,NIFTY,0,2/17/2022,18450,0.05,50,CE,NFO-OPT,NFO
29653,13659906,53359,NIFTY2221718450PE,NIFTY,0,2/17/2022,18450,0.05,50,PE,NFO-OPT,NFO
29654,13660162,53360,NIFTY2221718500CE,NIFTY,0,2/17/2022,18500,0.05,50,CE,NFO-OPT,NFO
29655,13660418,53361,NIFTY2221718500PE,NIFTY,0,2/17/2022,18500,0.05,50,PE,NFO-OPT,NFO
29656,13661186,53364,NIFTY2221718550CE,NIFTY,0,2/17/2022,18550,0.05,50,CE,NFO-OPT,NFO
29657,13661442,53365,NIFTY2221718550PE,NIFTY,0,2/17/2022,18550,0.05,50,PE,NFO-OPT,NFO
29658,13661698,53366,NIFTY2221718600CE,NIFTY,0,2/17/2022,18600,0.05,50,CE,NFO-OPT,NFO
29659,13661954,53367,NIFTY2221718600PE,NIFTY,0,2/17/2022,18600,0.05,50,PE,NFO-OPT,NFO
29660,13662210,53368,NIFTY2221718650CE,NIFTY,0,2/17/2022,18650,0.05,50,CE,NFO-OPT,NFO
29661,13662466,53369,NIFTY2221718650PE,NIFTY,0,2/17/2022,18650,0.05,50,PE,NFO-OPT,NFO
29662,13662722,53370,NIFTY2221718700CE,NIFTY,0,2/17/2022,18700,0.05,50,CE,NFO-OPT,NFO
29663,13664002,53375,NIFTY2221718700PE,NIFTY,0,2/17/2022,18700,0.05,50,PE,NFO-OPT,NFO
29664,13670402,53400,NIFTY2221718750CE,NIFTY,0,2/17/2022,18750,0.05,50,CE,NFO-OPT,NFO
29665,13670658,53401,NIFTY2221718750PE,NIFTY,0,2/17/2022,18750,0.05,50,PE,NFO-OPT,NFO
29666,8996866,35144,NIFTY2221718800CE,NIFTY,0,2/17/2022,18800,0.05,50,CE,NFO-OPT,NFO
29667,8997122,35145,NIFTY2221718800PE,NIFTY,0,2/17/2022,18800,0.05,50,PE,NFO-OPT,NFO
29668,8998402,35150,NIFTY2221718850CE,NIFTY,0,2/17/2022,18850,0.05,50,CE,NFO-OPT,NFO
29669,8999426,35154,NIFTY2221718850PE,NIFTY,0,2/17/2022,18850,0.05,50,PE,NFO-OPT,NFO
29670,9612290,37548,NIFTY2221718900CE,NIFTY,0,2/17/2022,18900,0.05,50,CE,NFO-OPT,NFO
29671,9612546,37549,NIFTY2221718900PE,NIFTY,0,2/17/2022,18900,0.05,50,PE,NFO-OPT,NFO
29672,9612802,37550,NIFTY2221718950CE,NIFTY,0,2/17/2022,18950,0.05,50,CE,NFO-OPT,NFO
29673,9613058,37551,NIFTY2221718950PE,NIFTY,0,2/17/2022,18950,0.05,50,PE,NFO-OPT,NFO
29674,9613826,37554,NIFTY2221719000CE,NIFTY,0,2/17/2022,19000,0.05,50,CE,NFO-OPT,NFO
29675,9615106,37559,NIFTY2221719000PE,NIFTY,0,2/17/2022,19000,0.05,50,PE,NFO-OPT,NFO
29676,9616898,37566,NIFTY2221719050CE,NIFTY,0,2/17/2022,19050,0.05,50,CE,NFO-OPT,NFO
29677,9617154,37567,NIFTY2221719050PE,NIFTY,0,2/17/2022,19050,0.05,50,PE,NFO-OPT,NFO
29678,9619970,37578,NIFTY2221719100CE,NIFTY,0,2/17/2022,19100,0.05,50,CE,NFO-OPT,NFO
29679,9620226,37579,NIFTY2221719100PE,NIFTY,0,2/17/2022,19100,0.05,50,PE,NFO-OPT,NFO
29680,9622018,37586,NIFTY2221719150CE,NIFTY,0,2/17/2022,19150,0.05,50,CE,NFO-OPT,NFO
29681,9622274,37587,NIFTY2221719150PE,NIFTY,0,2/17/2022,19150,0.05,50,PE,NFO-OPT,NFO
29682,10292738,40206,NIFTY2221719200CE,NIFTY,0,2/17/2022,19200,0.05,50,CE,NFO-OPT,NFO
29683,10292994,40207,NIFTY2221719200PE,NIFTY,0,2/17/2022,19200,0.05,50,PE,NFO-OPT,NFO
29684,10293250,40208,NIFTY2221719250CE,NIFTY,0,2/17/2022,19250,0.05,50,CE,NFO-OPT,NFO
29685,10293506,40209,NIFTY2221719250PE,NIFTY,0,2/17/2022,19250,0.05,50,PE,NFO-OPT,NFO
29686,10293762,40210,NIFTY2221719300CE,NIFTY,0,2/17/2022,19300,0.05,50,CE,NFO-OPT,NFO
29687,10294018,40211,NIFTY2221719300PE,NIFTY,0,2/17/2022,19300,0.05,50,PE,NFO-OPT,NFO
29688,9812994,38332,NIFTY2221719350CE,NIFTY,0,2/17/2022,19350,0.05,50,CE,NFO-OPT,NFO
29689,9813250,38333,NIFTY2221719350PE,NIFTY,0,2/17/2022,19350,0.05,50,PE,NFO-OPT,NFO
29690,9813762,38335,NIFTY2221719400CE,NIFTY,0,2/17/2022,19400,0.05,50,CE,NFO-OPT,NFO
29691,9814018,38336,NIFTY2221719400PE,NIFTY,0,2/17/2022,19400,0.05,50,PE,NFO-OPT,NFO
29692,9815042,38340,NIFTY2221719450CE,NIFTY,0,2/17/2022,19450,0.05,50,CE,NFO-OPT,NFO
29693,9815298,38341,NIFTY2221719450PE,NIFTY,0,2/17/2022,19450,0.05,50,PE,NFO-OPT,NFO
29694,11487746,44874,NIFTY2221719500CE,NIFTY,0,2/17/2022,19500,0.05,50,CE,NFO-OPT,NFO
29695,11488002,44875,NIFTY2221719500PE,NIFTY,0,2/17/2022,19500,0.05,50,PE,NFO-OPT,NFO
29696,12145922,47445,NIFTY2221719550CE,NIFTY,0,2/17/2022,19550,0.05,50,CE,NFO-OPT,NFO
29697,12146946,47449,NIFTY2221719550PE,NIFTY,0,2/17/2022,19550,0.05,50,PE,NFO-OPT,NFO
29698,10864386,42439,NIFTY2221719600CE,NIFTY,0,2/17/2022,19600,0.05,50,CE,NFO-OPT,NFO
29699,10864642,42440,NIFTY2221719600PE,NIFTY,0,2/17/2022,19600,0.05,50,PE,NFO-OPT,NFO
29700,10864898,42441,NIFTY2221719650CE,NIFTY,0,2/17/2022,19650,0.05,50,CE,NFO-OPT,NFO
29701,10865410,42443,NIFTY2221719650PE,NIFTY,0,2/17/2022,19650,0.05,50,PE,NFO-OPT,NFO
29702,10865666,42444,NIFTY2221719700CE,NIFTY,0,2/17/2022,19700,0.05,50,CE,NFO-OPT,NFO
29703,10865922,42445,NIFTY2221719700PE,NIFTY,0,2/17/2022,19700,0.05,50,PE,NFO-OPT,NFO
29704,12494594,48807,NIFTY2221719750CE,NIFTY,0,2/17/2022,19750,0.05,50,CE,NFO-OPT,NFO
29705,12495362,48810,NIFTY2221719750PE,NIFTY,0,2/17/2022,19750,0.05,50,PE,NFO-OPT,NFO
29706,9384194,36657,NIFTY2221719800CE,NIFTY,0,2/17/2022,19800,0.05,50,CE,NFO-OPT,NFO
29707,9385474,36662,NIFTY2221719800PE,NIFTY,0,2/17/2022,19800,0.05,50,PE,NFO-OPT,NFO
29708,13147138,51356,NIFTY22MAR12000PE,NIFTY,0,3/31/2022,12000,0.05,50,PE,NFO-OPT,NFO
29709,9659138,37731,NIFTY22MAR13000CE,NIFTY,0,3/31/2022,13000,0.05,50,CE,NFO-OPT,NFO
29710,9661186,37739,NIFTY22MAR13000PE,NIFTY,0,3/31/2022,13000,0.05,50,PE,NFO-OPT,NFO
29711,13148418,51361,NIFTY22MAR13500CE,NIFTY,0,3/31/2022,13500,0.05,50,CE,NFO-OPT,NFO
29712,13148674,51362,NIFTY22MAR13500PE,NIFTY,0,3/31/2022,13500,0.05,50,PE,NFO-OPT,NFO
29713,13148930,51363,NIFTY22MAR14000CE,NIFTY,0,3/31/2022,14000,0.05,50,CE,NFO-OPT,NFO
29714,13149186,51364,NIFTY22MAR14000PE,NIFTY,0,3/31/2022,14000,0.05,50,PE,NFO-OPT,NFO
29715,13149442,51365,NIFTY22MAR14500CE,NIFTY,0,3/31/2022,14500,0.05,50,CE,NFO-OPT,NFO
29716,13149698,51366,NIFTY22MAR14500PE,NIFTY,0,3/31/2022,14500,0.05,50,PE,NFO-OPT,NFO
29717,13149954,51367,NIFTY22MAR15000CE,NIFTY,0,3/31/2022,15000,0.05,50,CE,NFO-OPT,NFO
29718,13150210,51368,NIFTY22MAR15000PE,NIFTY,0,3/31/2022,15000,0.05,50,PE,NFO-OPT,NFO
29719,13150466,51369,NIFTY22MAR15500CE,NIFTY,0,3/31/2022,15500,0.05,50,CE,NFO-OPT,NFO
29720,13150722,51370,NIFTY22MAR15500PE,NIFTY,0,3/31/2022,15500,0.05,50,PE,NFO-OPT,NFO
29721,19747330,77138,NIFTY22MAR15600CE,NIFTY,0,3/31/2022,15600,0.05,50,CE,NFO-OPT,NFO
29722,19747586,77139,NIFTY22MAR15600PE,NIFTY,0,3/31/2022,15600,0.05,50,PE,NFO-OPT,NFO
29723,18431234,71997,NIFTY22MAR15650CE,NIFTY,0,3/31/2022,15650,0.05,50,CE,NFO-OPT,NFO
29724,18431490,71998,NIFTY22MAR15650PE,NIFTY,0,3/31/2022,15650,0.05,50,PE,NFO-OPT,NFO
29725,14956034,58422,NIFTY22MAR15700CE,NIFTY,0,3/31/2022,15700,0.05,50,CE,NFO-OPT,NFO
29726,14956290,58423,NIFTY22MAR15700PE,NIFTY,0,3/31/2022,15700,0.05,50,PE,NFO-OPT,NFO
29727,14956546,58424,NIFTY22MAR15750CE,NIFTY,0,3/31/2022,15750,0.05,50,CE,NFO-OPT,NFO
29728,14956802,58425,NIFTY22MAR15750PE,NIFTY,0,3/31/2022,15750,0.05,50,PE,NFO-OPT,NFO
29729,14957058,58426,NIFTY22MAR15800CE,NIFTY,0,3/31/2022,15800,0.05,50,CE,NFO-OPT,NFO
29730,14957314,58427,NIFTY22MAR15800PE,NIFTY,0,3/31/2022,15800,0.05,50,PE,NFO-OPT,NFO
29731,14958338,58431,NIFTY22MAR15850CE,NIFTY,0,3/31/2022,15850,0.05,50,CE,NFO-OPT,NFO
29732,14958594,58432,NIFTY22MAR15850PE,NIFTY,0,3/31/2022,15850,0.05,50,PE,NFO-OPT,NFO
29733,14958850,58433,NIFTY22MAR15900CE,NIFTY,0,3/31/2022,15900,0.05,50,CE,NFO-OPT,NFO
29734,14959106,58434,NIFTY22MAR15900PE,NIFTY,0,3/31/2022,15900,0.05,50,PE,NFO-OPT,NFO
29735,14959362,58435,NIFTY22MAR15950CE,NIFTY,0,3/31/2022,15950,0.05,50,CE,NFO-OPT,NFO
29736,14959618,58436,NIFTY22MAR15950PE,NIFTY,0,3/31/2022,15950,0.05,50,PE,NFO-OPT,NFO
29737,13150978,51371,NIFTY22MAR16000CE,NIFTY,0,3/31/2022,16000,0.05,50,CE,NFO-OPT,NFO
29738,13151234,51372,NIFTY22MAR16000PE,NIFTY,0,3/31/2022,16000,0.05,50,PE,NFO-OPT,NFO
29739,14959874,58437,NIFTY22MAR16050CE,NIFTY,0,3/31/2022,16050,0.05,50,CE,NFO-OPT,NFO
29740,14960130,58438,NIFTY22MAR16050PE,NIFTY,0,3/31/2022,16050,0.05,50,PE,NFO-OPT,NFO
29741,14960386,58439,NIFTY22MAR16100CE,NIFTY,0,3/31/2022,16100,0.05,50,CE,NFO-OPT,NFO
29742,14960642,58440,NIFTY22MAR16100PE,NIFTY,0,3/31/2022,16100,0.05,50,PE,NFO-OPT,NFO
29743,14960898,58441,NIFTY22MAR16150CE,NIFTY,0,3/31/2022,16150,0.05,50,CE,NFO-OPT,NFO
29744,14961154,58442,NIFTY22MAR16150PE,NIFTY,0,3/31/2022,16150,0.05,50,PE,NFO-OPT,NFO
29745,14963970,58453,NIFTY22MAR16200CE,NIFTY,0,3/31/2022,16200,0.05,50,CE,NFO-OPT,NFO
29746,14964226,58454,NIFTY22MAR16200PE,NIFTY,0,3/31/2022,16200,0.05,50,PE,NFO-OPT,NFO
29747,14964738,58456,NIFTY22MAR16250CE,NIFTY,0,3/31/2022,16250,0.05,50,CE,NFO-OPT,NFO
29748,14964994,58457,NIFTY22MAR16250PE,NIFTY,0,3/31/2022,16250,0.05,50,PE,NFO-OPT,NFO
29749,14965250,58458,NIFTY22MAR16300CE,NIFTY,0,3/31/2022,16300,0.05,50,CE,NFO-OPT,NFO
29750,14965506,58459,NIFTY22MAR16300PE,NIFTY,0,3/31/2022,16300,0.05,50,PE,NFO-OPT,NFO
29751,14968322,58470,NIFTY22MAR16350CE,NIFTY,0,3/31/2022,16350,0.05,50,CE,NFO-OPT,NFO
29752,14968578,58471,NIFTY22MAR16350PE,NIFTY,0,3/31/2022,16350,0.05,50,PE,NFO-OPT,NFO
29753,14970882,58480,NIFTY22MAR16400CE,NIFTY,0,3/31/2022,16400,0.05,50,CE,NFO-OPT,NFO
29754,14971138,58481,NIFTY22MAR16400PE,NIFTY,0,3/31/2022,16400,0.05,50,PE,NFO-OPT,NFO
29755,14973186,58489,NIFTY22MAR16450CE,NIFTY,0,3/31/2022,16450,0.05,50,CE,NFO-OPT,NFO
29756,14973442,58490,NIFTY22MAR16450PE,NIFTY,0,3/31/2022,16450,0.05,50,PE,NFO-OPT,NFO
29757,13151490,51373,NIFTY22MAR16500CE,NIFTY,0,3/31/2022,16500,0.05,50,CE,NFO-OPT,NFO
29758,13156866,51394,NIFTY22MAR16500PE,NIFTY,0,3/31/2022,16500,0.05,50,PE,NFO-OPT,NFO
29759,14973698,58491,NIFTY22MAR16550CE,NIFTY,0,3/31/2022,16550,0.05,50,CE,NFO-OPT,NFO
29760,14973954,58492,NIFTY22MAR16550PE,NIFTY,0,3/31/2022,16550,0.05,50,PE,NFO-OPT,NFO
29761,14974722,58495,NIFTY22MAR16600CE,NIFTY,0,3/31/2022,16600,0.05,50,CE,NFO-OPT,NFO
29762,14974978,58496,NIFTY22MAR16600PE,NIFTY,0,3/31/2022,16600,0.05,50,PE,NFO-OPT,NFO
29763,14975490,58498,NIFTY22MAR16650CE,NIFTY,0,3/31/2022,16650,0.05,50,CE,NFO-OPT,NFO
29764,14975746,58499,NIFTY22MAR16650PE,NIFTY,0,3/31/2022,16650,0.05,50,PE,NFO-OPT,NFO
29765,14976514,58502,NIFTY22MAR16700CE,NIFTY,0,3/31/2022,16700,0.05,50,CE,NFO-OPT,NFO
29766,14976770,58503,NIFTY22MAR16700PE,NIFTY,0,3/31/2022,16700,0.05,50,PE,NFO-OPT,NFO
29767,14978306,58509,NIFTY22MAR16750CE,NIFTY,0,3/31/2022,16750,0.05,50,CE,NFO-OPT,NFO
29768,14978562,58510,NIFTY22MAR16750PE,NIFTY,0,3/31/2022,16750,0.05,50,PE,NFO-OPT,NFO
29769,14978818,58511,NIFTY22MAR16800CE,NIFTY,0,3/31/2022,16800,0.05,50,CE,NFO-OPT,NFO
29770,14979074,58512,NIFTY22MAR16800PE,NIFTY,0,3/31/2022,16800,0.05,50,PE,NFO-OPT,NFO
29771,14981122,58520,NIFTY22MAR16850CE,NIFTY,0,3/31/2022,16850,0.05,50,CE,NFO-OPT,NFO
29772,14981378,58521,NIFTY22MAR16850PE,NIFTY,0,3/31/2022,16850,0.05,50,PE,NFO-OPT,NFO
29773,14981634,58522,NIFTY22MAR16900CE,NIFTY,0,3/31/2022,16900,0.05,50,CE,NFO-OPT,NFO
29774,14981890,58523,NIFTY22MAR16900PE,NIFTY,0,3/31/2022,16900,0.05,50,PE,NFO-OPT,NFO
