,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
29999,14713090,57473,NIFTY2230318050CE,NIFTY,0,3/3/2022,18050,0.05,50,CE,NFO-OPT,NFO
30000,14714114,57477,NIFTY2230318050PE,NIFTY,0,3/3/2022,18050,0.05,50,PE,NFO-OPT,NFO
30001,14714370,57478,NIFTY2230318100CE,NIFTY,0,3/3/2022,18100,0.05,50,CE,NFO-OPT,NFO
30002,14714626,57479,NIFTY2230318100PE,NIFTY,0,3/3/2022,18100,0.05,50,PE,NFO-OPT,NFO
30003,14714882,57480,NIFTY2230318150CE,NIFTY,0,3/3/2022,18150,0.05,50,CE,NFO-OPT,NFO
30004,14715138,57481,NIFTY2230318150PE,NIFTY,0,3/3/2022,18150,0.05,50,PE,NFO-OPT,NFO
30005,14715394,57482,NIFTY2230318200CE,NIFTY,0,3/3/2022,18200,0.05,50,CE,NFO-OPT,NFO
30006,14715650,57483,NIFTY2230318200PE,NIFTY,0,3/3/2022,18200,0.05,50,PE,NFO-OPT,NFO
30007,14715906,57484,NIFTY2230318250CE,NIFTY,0,3/3/2022,18250,0.05,50,CE,NFO-OPT,NFO
30008,14716162,57485,NIFTY2230318250PE,NIFTY,0,3/3/2022,18250,0.05,50,PE,NFO-OPT,NFO
30009,14716674,57487,NIFTY2230318300CE,NIFTY,0,3/3/2022,18300,0.05,50,CE,NFO-OPT,NFO
30010,14716930,57488,NIFTY2230318300PE,NIFTY,0,3/3/2022,18300,0.05,50,PE,NFO-OPT,NFO
30011,14717186,57489,NIFTY2230318350CE,NIFTY,0,3/3/2022,18350,0.05,50,CE,NFO-OPT,NFO
30012,14717442,57490,NIFTY2230318350PE,NIFTY,0,3/3/2022,18350,0.05,50,PE,NFO-OPT,NFO
30013,14717698,57491,NIFTY2230318400CE,NIFTY,0,3/3/2022,18400,0.05,50,CE,NFO-OPT,NFO
30014,14717954,57492,NIFTY2230318400PE,NIFTY,0,3/3/2022,18400,0.05,50,PE,NFO-OPT,NFO
30015,14718210,57493,NIFTY2230318450CE,NIFTY,0,3/3/2022,18450,0.05,50,CE,NFO-OPT,NFO
30016,14718466,57494,NIFTY2230318450PE,NIFTY,0,3/3/2022,18450,0.05,50,PE,NFO-OPT,NFO
30017,14719490,57498,NIFTY2230318500CE,NIFTY,0,3/3/2022,18500,0.05,50,CE,NFO-OPT,NFO
30018,14719746,57499,NIFTY2230318500PE,NIFTY,0,3/3/2022,18500,0.05,50,PE,NFO-OPT,NFO
30019,14720514,57502,NIFTY2230318550CE,NIFTY,0,3/3/2022,18550,0.05,50,CE,NFO-OPT,NFO
30020,14720770,57503,NIFTY2230318550PE,NIFTY,0,3/3/2022,18550,0.05,50,PE,NFO-OPT,NFO
30021,11163138,43606,NIFTY2230318600CE,NIFTY,0,3/3/2022,18600,0.05,50,CE,NFO-OPT,NFO
30022,11163906,43609,NIFTY2230318600PE,NIFTY,0,3/3/2022,18600,0.05,50,PE,NFO-OPT,NFO
30023,14796290,57798,NIFTY2230318650CE,NIFTY,0,3/3/2022,18650,0.05,50,CE,NFO-OPT,NFO
30024,14796546,57799,NIFTY2230318650PE,NIFTY,0,3/3/2022,18650,0.05,50,PE,NFO-OPT,NFO
30025,14796802,57800,NIFTY2230318700CE,NIFTY,0,3/3/2022,18700,0.05,50,CE,NFO-OPT,NFO
30026,14797058,57801,NIFTY2230318700PE,NIFTY,0,3/3/2022,18700,0.05,50,PE,NFO-OPT,NFO
30027,14797314,57802,NIFTY2230318750CE,NIFTY,0,3/3/2022,18750,0.05,50,CE,NFO-OPT,NFO
30028,14797570,57803,NIFTY2230318750PE,NIFTY,0,3/3/2022,18750,0.05,50,PE,NFO-OPT,NFO
30029,9003778,35171,NIFTY2230318800CE,NIFTY,0,3/3/2022,18800,0.05,50,CE,NFO-OPT,NFO
30030,9004290,35173,NIFTY2230318800PE,NIFTY,0,3/3/2022,18800,0.05,50,PE,NFO-OPT,NFO
30031,9004546,35174,NIFTY2230318850CE,NIFTY,0,3/3/2022,18850,0.05,50,CE,NFO-OPT,NFO
30032,9005570,35178,NIFTY2230318850PE,NIFTY,0,3/3/2022,18850,0.05,50,PE,NFO-OPT,NFO
30033,9623554,37592,NIFTY2230318900CE,NIFTY,0,3/3/2022,18900,0.05,50,CE,NFO-OPT,NFO
30034,9624322,37595,NIFTY2230318900PE,NIFTY,0,3/3/2022,18900,0.05,50,PE,NFO-OPT,NFO
30035,9625602,37600,NIFTY2230318950CE,NIFTY,0,3/3/2022,18950,0.05,50,CE,NFO-OPT,NFO
30036,9625858,37601,NIFTY2230318950PE,NIFTY,0,3/3/2022,18950,0.05,50,PE,NFO-OPT,NFO
30037,9627906,37609,NIFTY2230319000CE,NIFTY,0,3/3/2022,19000,0.05,50,CE,NFO-OPT,NFO
30038,9628418,37611,NIFTY2230319000PE,NIFTY,0,3/3/2022,19000,0.05,50,PE,NFO-OPT,NFO
30039,9632514,37627,NIFTY2230319050CE,NIFTY,0,3/3/2022,19050,0.05,50,CE,NFO-OPT,NFO
30040,9633026,37629,NIFTY2230319050PE,NIFTY,0,3/3/2022,19050,0.05,50,PE,NFO-OPT,NFO
30041,9633794,37632,NIFTY2230319100CE,NIFTY,0,3/3/2022,19100,0.05,50,CE,NFO-OPT,NFO
30042,9634050,37633,NIFTY2230319100PE,NIFTY,0,3/3/2022,19100,0.05,50,PE,NFO-OPT,NFO
30043,9634306,37634,NIFTY2230319150CE,NIFTY,0,3/3/2022,19150,0.05,50,CE,NFO-OPT,NFO
30044,9636098,37641,NIFTY2230319150PE,NIFTY,0,3/3/2022,19150,0.05,50,PE,NFO-OPT,NFO
30045,10300930,40238,NIFTY2230319200CE,NIFTY,0,3/3/2022,19200,0.05,50,CE,NFO-OPT,NFO
30046,10301186,40239,NIFTY2230319200PE,NIFTY,0,3/3/2022,19200,0.05,50,PE,NFO-OPT,NFO
30047,10302978,40246,NIFTY2230319250CE,NIFTY,0,3/3/2022,19250,0.05,50,CE,NFO-OPT,NFO
30048,10303234,40247,NIFTY2230319250PE,NIFTY,0,3/3/2022,19250,0.05,50,PE,NFO-OPT,NFO
30049,10307586,40264,NIFTY2230319300CE,NIFTY,0,3/3/2022,19300,0.05,50,CE,NFO-OPT,NFO
30050,10307842,40265,NIFTY2230319300PE,NIFTY,0,3/3/2022,19300,0.05,50,PE,NFO-OPT,NFO
30051,9820162,38360,NIFTY2230319350CE,NIFTY,0,3/3/2022,19350,0.05,50,CE,NFO-OPT,NFO
30052,9820418,38361,NIFTY2230319350PE,NIFTY,0,3/3/2022,19350,0.05,50,PE,NFO-OPT,NFO
30053,9820674,38362,NIFTY2230319400CE,NIFTY,0,3/3/2022,19400,0.05,50,CE,NFO-OPT,NFO
30054,9820930,38363,NIFTY2230319400PE,NIFTY,0,3/3/2022,19400,0.05,50,PE,NFO-OPT,NFO
30055,10103810,39468,NIFTY2230319450CE,NIFTY,0,3/3/2022,19450,0.05,50,CE,NFO-OPT,NFO
30056,10104066,39469,NIFTY2230319450PE,NIFTY,0,3/3/2022,19450,0.05,50,PE,NFO-OPT,NFO
30057,11488770,44878,NIFTY2230319500CE,NIFTY,0,3/3/2022,19500,0.05,50,CE,NFO-OPT,NFO
30058,11489026,44879,NIFTY2230319500PE,NIFTY,0,3/3/2022,19500,0.05,50,PE,NFO-OPT,NFO
30059,12147970,47453,NIFTY2230319550CE,NIFTY,0,3/3/2022,19550,0.05,50,CE,NFO-OPT,NFO
30060,12148226,47454,NIFTY2230319550PE,NIFTY,0,3/3/2022,19550,0.05,50,PE,NFO-OPT,NFO
30061,10867714,42452,NIFTY2230319600CE,NIFTY,0,3/3/2022,19600,0.05,50,CE,NFO-OPT,NFO
30062,10867970,42453,NIFTY2230319600PE,NIFTY,0,3/3/2022,19600,0.05,50,PE,NFO-OPT,NFO
30063,10868226,42454,NIFTY2230319650CE,NIFTY,0,3/3/2022,19650,0.05,50,CE,NFO-OPT,NFO
30064,10868482,42455,NIFTY2230319650PE,NIFTY,0,3/3/2022,19650,0.05,50,PE,NFO-OPT,NFO
30065,10868738,42456,NIFTY2230319700CE,NIFTY,0,3/3/2022,19700,0.05,50,CE,NFO-OPT,NFO
30066,10868994,42457,NIFTY2230319700PE,NIFTY,0,3/3/2022,19700,0.05,50,PE,NFO-OPT,NFO
30067,12497922,48820,NIFTY2230319750CE,NIFTY,0,3/3/2022,19750,0.05,50,CE,NFO-OPT,NFO
30068,12498178,48821,NIFTY2230319750PE,NIFTY,0,3/3/2022,19750,0.05,50,PE,NFO-OPT,NFO
30069,9992450,39033,NIFTY2230319800CE,NIFTY,0,3/3/2022,19800,0.05,50,CE,NFO-OPT,NFO
30070,9992706,39034,NIFTY2230319800PE,NIFTY,0,3/3/2022,19800,0.05,50,PE,NFO-OPT,NFO
30071,19745794,77132,NIFTY2231015600CE,NIFTY,0,3/10/2022,15600,0.05,50,CE,NFO-OPT,NFO
30072,19746050,77133,NIFTY2231015600PE,NIFTY,0,3/10/2022,15600,0.05,50,PE,NFO-OPT,NFO
30073,18413570,71928,NIFTY2231015650CE,NIFTY,0,3/10/2022,15650,0.05,50,CE,NFO-OPT,NFO
30074,18413826,71929,NIFTY2231015650PE,NIFTY,0,3/10/2022,15650,0.05,50,PE,NFO-OPT,NFO
30075,18414082,71930,NIFTY2231015700CE,NIFTY,0,3/10/2022,15700,0.05,50,CE,NFO-OPT,NFO
30076,18414850,71933,NIFTY2231015700PE,NIFTY,0,3/10/2022,15700,0.05,50,PE,NFO-OPT,NFO
30077,18415106,71934,NIFTY2231015750CE,NIFTY,0,3/10/2022,15750,0.05,50,CE,NFO-OPT,NFO
30078,18415362,71935,NIFTY2231015750PE,NIFTY,0,3/10/2022,15750,0.05,50,PE,NFO-OPT,NFO
30079,18415618,71936,NIFTY2231015800CE,NIFTY,0,3/10/2022,15800,0.05,50,CE,NFO-OPT,NFO
30080,18415874,71937,NIFTY2231015800PE,NIFTY,0,3/10/2022,15800,0.05,50,PE,NFO-OPT,NFO
30081,18419458,71951,NIFTY2231015850CE,NIFTY,0,3/10/2022,15850,0.05,50,CE,NFO-OPT,NFO
30082,18419714,71952,NIFTY2231015850PE,NIFTY,0,3/10/2022,15850,0.05,50,PE,NFO-OPT,NFO
30083,18419970,71953,NIFTY2231015900CE,NIFTY,0,3/10/2022,15900,0.05,50,CE,NFO-OPT,NFO
30084,18420226,71954,NIFTY2231015900PE,NIFTY,0,3/10/2022,15900,0.05,50,PE,NFO-OPT,NFO
30085,18420482,71955,NIFTY2231015950CE,NIFTY,0,3/10/2022,15950,0.05,50,CE,NFO-OPT,NFO
30086,18420738,71956,NIFTY2231015950PE,NIFTY,0,3/10/2022,15950,0.05,50,PE,NFO-OPT,NFO
30087,18420994,71957,NIFTY2231016000CE,NIFTY,0,3/10/2022,16000,0.05,50,CE,NFO-OPT,NFO
30088,18421250,71958,NIFTY2231016000PE,NIFTY,0,3/10/2022,16000,0.05,50,PE,NFO-OPT,NFO
30089,18421506,71959,NIFTY2231016050CE,NIFTY,0,3/10/2022,16050,0.05,50,CE,NFO-OPT,NFO
30090,18421762,71960,NIFTY2231016050PE,NIFTY,0,3/10/2022,16050,0.05,50,PE,NFO-OPT,NFO
30091,16697602,65225,NIFTY2231016100CE,NIFTY,0,3/10/2022,16100,0.05,50,CE,NFO-OPT,NFO
30092,16697858,65226,NIFTY2231016100PE,NIFTY,0,3/10/2022,16100,0.05,50,PE,NFO-OPT,NFO
30093,16698114,65227,NIFTY2231016150CE,NIFTY,0,3/10/2022,16150,0.05,50,CE,NFO-OPT,NFO
30094,16698370,65228,NIFTY2231016150PE,NIFTY,0,3/10/2022,16150,0.05,50,PE,NFO-OPT,NFO
30095,16698626,65229,NIFTY2231016200CE,NIFTY,0,3/10/2022,16200,0.05,50,CE,NFO-OPT,NFO
30096,16698882,65230,NIFTY2231016200PE,NIFTY,0,3/10/2022,16200,0.05,50,PE,NFO-OPT,NFO
30097,11142146,43524,NIFTY2231016250CE,NIFTY,0,3/10/2022,16250,0.05,50,CE,NFO-OPT,NFO
30098,11142402,43525,NIFTY2231016250PE,NIFTY,0,3/10/2022,16250,0.05,50,PE,NFO-OPT,NFO
30099,11142658,43526,NIFTY2231016300CE,NIFTY,0,3/10/2022,16300,0.05,50,CE,NFO-OPT,NFO
30100,11142914,43527,NIFTY2231016300PE,NIFTY,0,3/10/2022,16300,0.05,50,PE,NFO-OPT,NFO
30101,11143170,43528,NIFTY2231016350CE,NIFTY,0,3/10/2022,16350,0.05,50,CE,NFO-OPT,NFO
30102,11143426,43529,NIFTY2231016350PE,NIFTY,0,3/10/2022,16350,0.05,50,PE,NFO-OPT,NFO
30103,11145474,43537,NIFTY2231016400CE,NIFTY,0,3/10/2022,16400,0.05,50,CE,NFO-OPT,NFO
30104,11147522,43545,NIFTY2231016400PE,NIFTY,0,3/10/2022,16400,0.05,50,PE,NFO-OPT,NFO
30105,11149314,43552,NIFTY2231016450CE,NIFTY,0,3/10/2022,16450,0.05,50,CE,NFO-OPT,NFO
30106,11149570,43553,NIFTY2231016450PE,NIFTY,0,3/10/2022,16450,0.05,50,PE,NFO-OPT,NFO
30107,11149826,43554,NIFTY2231016500CE,NIFTY,0,3/10/2022,16500,0.05,50,CE,NFO-OPT,NFO
30108,11150082,43555,NIFTY2231016500PE,NIFTY,0,3/10/2022,16500,0.05,50,PE,NFO-OPT,NFO
30109,11150338,43556,NIFTY2231016550CE,NIFTY,0,3/10/2022,16550,0.05,50,CE,NFO-OPT,NFO
30110,11151362,43560,NIFTY2231016550PE,NIFTY,0,3/10/2022,16550,0.05,50,PE,NFO-OPT,NFO
30111,11152642,43565,NIFTY2231016600CE,NIFTY,0,3/10/2022,16600,0.05,50,CE,NFO-OPT,NFO
30112,11152898,43566,NIFTY2231016600PE,NIFTY,0,3/10/2022,16600,0.05,50,PE,NFO-OPT,NFO
30113,11153410,43568,NIFTY2231016650CE,NIFTY,0,3/10/2022,16650,0.05,50,CE,NFO-OPT,NFO
30114,11154946,43574,NIFTY2231016650PE,NIFTY,0,3/10/2022,16650,0.05,50,PE,NFO-OPT,NFO
30115,11155970,43578,NIFTY2231016700CE,NIFTY,0,3/10/2022,16700,0.05,50,CE,NFO-OPT,NFO
30116,11156994,43582,NIFTY2231016700PE,NIFTY,0,3/10/2022,16700,0.05,50,PE,NFO-OPT,NFO
30117,11157250,43583,NIFTY2231016750CE,NIFTY,0,3/10/2022,16750,0.05,50,CE,NFO-OPT,NFO
30118,11157506,43584,NIFTY2231016750PE,NIFTY,0,3/10/2022,16750,0.05,50,PE,NFO-OPT,NFO
30119,11157762,43585,NIFTY2231016800CE,NIFTY,0,3/10/2022,16800,0.05,50,CE,NFO-OPT,NFO
30120,11158018,43586,NIFTY2231016800PE,NIFTY,0,3/10/2022,16800,0.05,50,PE,NFO-OPT,NFO
30121,11158274,43587,NIFTY2231016850CE,NIFTY,0,3/10/2022,16850,0.05,50,CE,NFO-OPT,NFO
30122,11158786,43589,NIFTY2231016850PE,NIFTY,0,3/10/2022,16850,0.05,50,PE,NFO-OPT,NFO
30123,11160322,43595,NIFTY2231016900CE,NIFTY,0,3/10/2022,16900,0.05,50,CE,NFO-OPT,NFO
30124,11160578,43596,NIFTY2231016900PE,NIFTY,0,3/10/2022,16900,0.05,50,PE,NFO-OPT,NFO
30125,11167234,43622,NIFTY2231016950CE,NIFTY,0,3/10/2022,16950,0.05,50,CE,NFO-OPT,NFO
30126,11169026,43629,NIFTY2231016950PE,NIFTY,0,3/10/2022,16950,0.05,50,PE,NFO-OPT,NFO
30127,11169282,43630,NIFTY2231017000CE,NIFTY,0,3/10/2022,17000,0.05,50,CE,NFO-OPT,NFO
30128,11170050,43633,NIFTY2231017000PE,NIFTY,0,3/10/2022,17000,0.05,50,PE,NFO-OPT,NFO
30129,11170306,43634,NIFTY2231017050CE,NIFTY,0,3/10/2022,17050,0.05,50,CE,NFO-OPT,NFO
30130,11170562,43635,NIFTY2231017050PE,NIFTY,0,3/10/2022,17050,0.05,50,PE,NFO-OPT,NFO
30131,11170818,43636,NIFTY2231017100CE,NIFTY,0,3/10/2022,17100,0.05,50,CE,NFO-OPT,NFO
30132,11171330,43638,NIFTY2231017100PE,NIFTY,0,3/10/2022,17100,0.05,50,PE,NFO-OPT,NFO
30133,11173890,43648,NIFTY2231017150CE,NIFTY,0,3/10/2022,17150,0.05,50,CE,NFO-OPT,NFO
30134,11174146,43649,NIFTY2231017150PE,NIFTY,0,3/10/2022,17150,0.05,50,PE,NFO-OPT,NFO
30135,11174402,43650,NIFTY2231017200CE,NIFTY,0,3/10/2022,17200,0.05,50,CE,NFO-OPT,NFO
30136,11174658,43651,NIFTY2231017200PE,NIFTY,0,3/10/2022,17200,0.05,50,PE,NFO-OPT,NFO
30137,11177986,43664,NIFTY2231017250CE,NIFTY,0,3/10/2022,17250,0.05,50,CE,NFO-OPT,NFO
30138,11178242,43665,NIFTY2231017250PE,NIFTY,0,3/10/2022,17250,0.05,50,PE,NFO-OPT,NFO
30139,11178498,43666,NIFTY2231017300CE,NIFTY,0,3/10/2022,17300,0.05,50,CE,NFO-OPT,NFO
30140,11178754,43667,NIFTY2231017300PE,NIFTY,0,3/10/2022,17300,0.05,50,PE,NFO-OPT,NFO
30141,11179010,43668,NIFTY2231017350CE,NIFTY,0,3/10/2022,17350,0.05,50,CE,NFO-OPT,NFO
30142,11179522,43670,NIFTY2231017350PE,NIFTY,0,3/10/2022,17350,0.05,50,PE,NFO-OPT,NFO
30143,11179778,43671,NIFTY2231017400CE,NIFTY,0,3/10/2022,17400,0.05,50,CE,NFO-OPT,NFO
30144,11180034,43672,NIFTY2231017400PE,NIFTY,0,3/10/2022,17400,0.05,50,PE,NFO-OPT,NFO
30145,11182338,43681,NIFTY2231017450CE,NIFTY,0,3/10/2022,17450,0.05,50,CE,NFO-OPT,NFO
30146,11182850,43683,NIFTY2231017450PE,NIFTY,0,3/10/2022,17450,0.05,50,PE,NFO-OPT,NFO
30147,11184898,43691,NIFTY2231017500CE,NIFTY,0,3/10/2022,17500,0.05,50,CE,NFO-OPT,NFO
30148,11185154,43692,NIFTY2231017500PE,NIFTY,0,3/10/2022,17500,0.05,50,PE,NFO-OPT,NFO
30149,11185410,43693,NIFTY2231017550CE,NIFTY,0,3/10/2022,17550,0.05,50,CE,NFO-OPT,NFO
30150,11185666,43694,NIFTY2231017550PE,NIFTY,0,3/10/2022,17550,0.05,50,PE,NFO-OPT,NFO
30151,11185922,43695,NIFTY2231017600CE,NIFTY,0,3/10/2022,17600,0.05,50,CE,NFO-OPT,NFO
30152,11186178,43696,NIFTY2231017600PE,NIFTY,0,3/10/2022,17600,0.05,50,PE,NFO-OPT,NFO
30153,11189762,43710,NIFTY2231017650CE,NIFTY,0,3/10/2022,17650,0.05,50,CE,NFO-OPT,NFO
30154,11190018,43711,NIFTY2231017650PE,NIFTY,0,3/10/2022,17650,0.05,50,PE,NFO-OPT,NFO
30155,11201538,43756,NIFTY2231017700CE,NIFTY,0,3/10/2022,17700,0.05,50,CE,NFO-OPT,NFO
30156,11203074,43762,NIFTY2231017700PE,NIFTY,0,3/10/2022,17700,0.05,50,PE,NFO-OPT,NFO
30157,11209986,43789,NIFTY2231017750CE,NIFTY,0,3/10/2022,17750,0.05,50,CE,NFO-OPT,NFO
30158,11210498,43791,NIFTY2231017750PE,NIFTY,0,3/10/2022,17750,0.05,50,PE,NFO-OPT,NFO
30159,11210754,43792,NIFTY2231017800CE,NIFTY,0,3/10/2022,17800,0.05,50,CE,NFO-OPT,NFO
30160,11211010,43793,NIFTY2231017800PE,NIFTY,0,3/10/2022,17800,0.05,50,PE,NFO-OPT,NFO
30161,11211266,43794,NIFTY2231017850CE,NIFTY,0,3/10/2022,17850,0.05,50,CE,NFO-OPT,NFO
30162,11211522,43795,NIFTY2231017850PE,NIFTY,0,3/10/2022,17850,0.05,50,PE,NFO-OPT,NFO
30163,11213826,43804,NIFTY2231017900CE,NIFTY,0,3/10/2022,17900,0.05,50,CE,NFO-OPT,NFO
30164,11214082,43805,NIFTY2231017900PE,NIFTY,0,3/10/2022,17900,0.05,50,PE,NFO-OPT,NFO
30165,11214338,43806,NIFTY2231017950CE,NIFTY,0,3/10/2022,17950,0.05,50,CE,NFO-OPT,NFO
30166,11214594,43807,NIFTY2231017950PE,NIFTY,0,3/10/2022,17950,0.05,50,PE,NFO-OPT,NFO
30167,11216130,43813,NIFTY2231018000CE,NIFTY,0,3/10/2022,18000,0.05,50,CE,NFO-OPT,NFO
30168,11217154,43817,NIFTY2231018000PE,NIFTY,0,3/10/2022,18000,0.05,50,PE,NFO-OPT,NFO
30169,11217410,43818,NIFTY2231018050CE,NIFTY,0,3/10/2022,18050,0.05,50,CE,NFO-OPT,NFO
30170,11217666,43819,NIFTY2231018050PE,NIFTY,0,3/10/2022,18050,0.05,50,PE,NFO-OPT,NFO
30171,11220226,43829,NIFTY2231018100CE,NIFTY,0,3/10/2022,18100,0.05,50,CE,NFO-OPT,NFO
30172,11220994,43832,NIFTY2231018100PE,NIFTY,0,3/10/2022,18100,0.05,50,PE,NFO-OPT,NFO
30173,11224066,43844,NIFTY2231018150CE,NIFTY,0,3/10/2022,18150,0.05,50,CE,NFO-OPT,NFO
30174,11224322,43845,NIFTY2231018150PE,NIFTY,0,3/10/2022,18150,0.05,50,PE,NFO-OPT,NFO
30175,11225858,43851,NIFTY2231018200CE,NIFTY,0,3/10/2022,18200,0.05,50,CE,NFO-OPT,NFO
30176,11226370,43853,NIFTY2231018200PE,NIFTY,0,3/10/2022,18200,0.05,50,PE,NFO-OPT,NFO
30177,11226626,43854,NIFTY2231018250CE,NIFTY,0,3/10/2022,18250,0.05,50,CE,NFO-OPT,NFO
30178,11226882,43855,NIFTY2231018250PE,NIFTY,0,3/10/2022,18250,0.05,50,PE,NFO-OPT,NFO
30179,11227138,43856,NIFTY2231018300CE,NIFTY,0,3/10/2022,18300,0.05,50,CE,NFO-OPT,NFO
30180,11227394,43857,NIFTY2231018300PE,NIFTY,0,3/10/2022,18300,0.05,50,PE,NFO-OPT,NFO
30181,11227650,43858,NIFTY2231018350CE,NIFTY,0,3/10/2022,18350,0.05,50,CE,NFO-OPT,NFO
30182,11227906,43859,NIFTY2231018350PE,NIFTY,0,3/10/2022,18350,0.05,50,PE,NFO-OPT,NFO
30183,11231746,43874,NIFTY2231018400CE,NIFTY,0,3/10/2022,18400,0.05,50,CE,NFO-OPT,NFO
30184,11232002,43875,NIFTY2231018400PE,NIFTY,0,3/10/2022,18400,0.05,50,PE,NFO-OPT,NFO
30185,11233794,43882,NIFTY2231018450CE,NIFTY,0,3/10/2022,18450,0.05,50,CE,NFO-OPT,NFO
30186,11234562,43885,NIFTY2231018450PE,NIFTY,0,3/10/2022,18450,0.05,50,PE,NFO-OPT,NFO
30187,11235842,43890,NIFTY2231018500CE,NIFTY,0,3/10/2022,18500,0.05,50,CE,NFO-OPT,NFO
30188,11237122,43895,NIFTY2231018500PE,NIFTY,0,3/10/2022,18500,0.05,50,PE,NFO-OPT,NFO
30189,11237890,43898,NIFTY2231018550CE,NIFTY,0,3/10/2022,18550,0.05,50,CE,NFO-OPT,NFO
30190,11238402,43900,NIFTY2231018550PE,NIFTY,0,3/10/2022,18550,0.05,50,PE,NFO-OPT,NFO
30191,11239170,43903,NIFTY2231018600CE,NIFTY,0,3/10/2022,18600,0.05,50,CE,NFO-OPT,NFO
30192,11239426,43904,NIFTY2231018600PE,NIFTY,0,3/10/2022,18600,0.05,50,PE,NFO-OPT,NFO
30193,11240194,43907,NIFTY2231018650CE,NIFTY,0,3/10/2022,18650,0.05,50,CE,NFO-OPT,NFO
30194,11240450,43908,NIFTY2231018650PE,NIFTY,0,3/10/2022,18650,0.05,50,PE,NFO-OPT,NFO
30195,11240706,43909,NIFTY2231018700CE,NIFTY,0,3/10/2022,18700,0.05,50,CE,NFO-OPT,NFO
30196,11240962,43910,NIFTY2231018700PE,NIFTY,0,3/10/2022,18700,0.05,50,PE,NFO-OPT,NFO
30197,11242242,43915,NIFTY2231018750CE,NIFTY,0,3/10/2022,18750,0.05,50,CE,NFO-OPT,NFO
30198,11242498,43916,NIFTY2231018750PE,NIFTY,0,3/10/2022,18750,0.05,50,PE,NFO-OPT,NFO
30199,11247874,43937,NIFTY2231018800CE,NIFTY,0,3/10/2022,18800,0.05,50,CE,NFO-OPT,NFO
30200,11248130,43938,NIFTY2231018800PE,NIFTY,0,3/10/2022,18800,0.05,50,PE,NFO-OPT,NFO
30201,11252482,43955,NIFTY2231018850CE,NIFTY,0,3/10/2022,18850,0.05,50,CE,NFO-OPT,NFO
30202,11252738,43956,NIFTY2231018850PE,NIFTY,0,3/10/2022,18850,0.05,50,PE,NFO-OPT,NFO
30203,11253506,43959,NIFTY2231018900CE,NIFTY,0,3/10/2022,18900,0.05,50,CE,NFO-OPT,NFO
30204,11254274,43962,NIFTY2231018900PE,NIFTY,0,3/10/2022,18900,0.05,50,PE,NFO-OPT,NFO
30205,11256322,43970,NIFTY2231018950CE,NIFTY,0,3/10/2022,18950,0.05,50,CE,NFO-OPT,NFO
30206,11256578,43971,NIFTY2231018950PE,NIFTY,0,3/10/2022,18950,0.05,50,PE,NFO-OPT,NFO
30207,11256834,43972,NIFTY2231019000CE,NIFTY,0,3/10/2022,19000,0.05,50,CE,NFO-OPT,NFO
30208,11257346,43974,NIFTY2231019000PE,NIFTY,0,3/10/2022,19000,0.05,50,PE,NFO-OPT,NFO
30209,11260418,43986,NIFTY2231019050CE,NIFTY,0,3/10/2022,19050,0.05,50,CE,NFO-OPT,NFO
30210,11260674,43987,NIFTY2231019050PE,NIFTY,0,3/10/2022,19050,0.05,50,PE,NFO-OPT,NFO
30211,11262722,43995,NIFTY2231019100CE,NIFTY,0,3/10/2022,19100,0.05,50,CE,NFO-OPT,NFO
30212,11263234,43997,NIFTY2231019100PE,NIFTY,0,3/10/2022,19100,0.05,50,PE,NFO-OPT,NFO
30213,11264770,44003,NIFTY2231019150CE,NIFTY,0,3/10/2022,19150,0.05,50,CE,NFO-OPT,NFO
30214,11265026,44004,NIFTY2231019150PE,NIFTY,0,3/10/2022,19150,0.05,50,PE,NFO-OPT,NFO
30215,11265282,44005,NIFTY2231019200CE,NIFTY,0,3/10/2022,19200,0.05,50,CE,NFO-OPT,NFO
30216,11266050,44008,NIFTY2231019200PE,NIFTY,0,3/10/2022,19200,0.05,50,PE,NFO-OPT,NFO
30217,11266306,44009,NIFTY2231019250CE,NIFTY,0,3/10/2022,19250,0.05,50,CE,NFO-OPT,NFO
30218,11266818,44011,NIFTY2231019250PE,NIFTY,0,3/10/2022,19250,0.05,50,PE,NFO-OPT,NFO
30219,8964866,35019,NIFTY2231019300CE,NIFTY,0,3/10/2022,19300,0.05,50,CE,NFO-OPT,NFO
30220,8965378,35021,NIFTY2231019300PE,NIFTY,0,3/10/2022,19300,0.05,50,PE,NFO-OPT,NFO
30221,11489282,44880,NIFTY2231019350CE,NIFTY,0,3/10/2022,19350,0.05,50,CE,NFO-OPT,NFO
30222,11489538,44881,NIFTY2231019350PE,NIFTY,0,3/10/2022,19350,0.05,50,PE,NFO-OPT,NFO
30223,11489794,44882,NIFTY2231019400CE,NIFTY,0,3/10/2022,19400,0.05,50,CE,NFO-OPT,NFO
30224,11490050,44883,NIFTY2231019400PE,NIFTY,0,3/10/2022,19400,0.05,50,PE,NFO-OPT,NFO
30225,11490306,44884,NIFTY2231019450CE,NIFTY,0,3/10/2022,19450,0.05,50,CE,NFO-OPT,NFO
30226,11490562,44885,NIFTY2231019450PE,NIFTY,0,3/10/2022,19450,0.05,50,PE,NFO-OPT,NFO
